,ndosi,second_doses,stock_values
1,0,0.0,0.0
2,0,0.0,0.0
3,0,0.0,0.0
4,0,0.0,0.0
5,0,0.0,0.0
6,0,0.0,0.0
7,0,0.0,0.0
8,0,0.0,0.0
9,0,0.0,0.0
10,9996037,0.0,4998535.5
11,0,0.0,4998535.5
12,0,0.0,4998535.5
13,0,0.0,4998535.5
14,0,0.0,4998535.5
15,0,0.0,4998535.5
16,0,0.0,4998535.5
17,0,0.0,4998535.5
18,0,0.0,4998535.5
19,0,0.0,4998535.5
20,0,0.0,4998535.5
21,0,0.0,4998535.5
22,0,0.0,4998535.5
23,0,0.0,4998535.5
24,0,0.0,4998535.5
25,0,0.0,4998535.5
26,0,0.0,4997501.5
27,0,0.0,4997501.5
28,0,0.0,4997501.5
29,0,0.0,4997501.5
30,0,0.0,4997501.5
31,0,4997501.5,0.0
32,0,0.0,0.0
33,0,0.0,0.0
34,0,0.0,0.0
35,0,0.0,0.0
36,0,0.0,0.0
37,0,0.0,0.0
38,0,0.0,0.0
39,0,0.0,0.0
40,0,0.0,0.0
41,0,0.0,0.0
42,0,0.0,0.0
43,0,0.0,0.0
44,0,0.0,0.0
45,0,0.0,0.0
46,0,0.0,0.0
47,10001509,1034.0,0.0
48,0,0.0,0.0
49,0,0.0,0.0
50,10001106,0.0,0.0
51,0,0.0,0.0
52,10000816,0.0,10000816.0
53,0,0.0,10000816.0
54,0,0.0,0.0
55,0,0.0,0.0
56,0,0.0,0.0
57,9999526,0.0,9999526.0
58,0,0.0,9999526.0
59,0,0.0,9999526.0
60,0,0.0,9999526.0
61,0,0.0,9999526.0
62,0,0.0,9999526.0
63,0,0.0,9999526.0
64,0,0.0,9999526.0
65,10002055,0.0,20001581.0
66,0,0.0,20001581.0
67,0,0.0,20001581.0
68,0,10000475.0,10001106.0
69,0,0.0,10001106.0
70,0,0.0,10001106.0
71,0,10001106.0,0.0
72,0,0.0,0.0
73,0,0.0,0.0
74,0,0.0,0.0
75,10001467,10000816.0,651.0
76,0,0.0,651.0
77,0,0.0,0.0
78,0,0.0,0.0
79,0,0.0,0.0
80,0,0.0,0.0
81,0,0.0,0.0
82,0,0.0,0.0
83,0,0.0,0.0
84,0,0.0,0.0
85,0,0.0,0.0
86,0,0.0,0.0
87,0,0.0,0.0
88,0,0.0,0.0
89,0,0.0,0.0
90,0,0.0,0.0
91,10000187,0.0,3499.5
92,0,0.0,0.0
93,0,0.0,0.0
94,0,0.0,0.0
95,0,0.0,0.0
96,0,0.0,0.0
97,0,0.0,0.0
98,9996243,651.0,1026.5
99,0,0.0,1026.5
100,9995661,0.0,9996687.5
101,0,0.0,9996687.5
102,0,0.0,9996687.5
103,0,0.0,9996687.5
104,0,0.0,9996687.5
105,0,0.0,9996687.5
106,0,0.0,9996687.5
107,0,0.0,9996687.5
108,0,0.0,9996687.5
109,0,0.0,9996687.5
110,0,0.0,9996687.5
111,0,0.0,9996687.5
112,0,9996687.5,0.0
113,9998065,3499.5,9994565.5
114,0,0.0,9994565.5
115,0,0.0,9994565.5
116,0,0.0,9994565.5
117,0,0.0,9994565.5
118,0,0.0,9994565.5
119,0,9994565.5,0.0
120,0,0.0,0.0
121,0,0.0,0.0
122,0,0.0,0.0
123,0,0.0,0.0
124,0,0.0,0.0
125,0,0.0,0.0
126,0,0.0,0.0
127,0,0.0,0.0
128,0,0.0,0.0
129,0,0.0,0.0
130,0,0.0,0.0
131,0,0.0,0.0
132,0,0.0,0.0
133,0,0.0,0.0
134,0,0.0,0.0
135,0,0.0,0.0
136,9993469,0.0,5006312.5
137,0,0.0,5006312.5
138,0,0.0,5006312.5
139,0,0.0,5006312.5
140,0,0.0,5006312.5
141,0,0.0,0.0
142,0,0.0,0.0
143,0,0.0,0.0
144,0,0.0,0.0
145,10000692,0.0,0.0
146,0,0.0,0.0
147,0,0.0,0.0
148,0,0.0,0.0
149,0,0.0,0.0
150,0,0.0,0.0
151,0,0.0,0.0
152,0,0.0,0.0
153,0,0.0,0.0
154,10003730,0.0,4993895.5
155,0,0.0,4993895.5
156,0,0.0,4993895.5
157,0,4987156.5,0.0
158,0,0.0,0.0
159,9993855,0.0,0.0
160,0,0.0,0.0
161,0,0.0,0.0
162,10007365,5006312.5,5001052.5
163,0,0.0,5001052.5
164,10009474,0.0,15010526.5
165,0,0.0,15010526.5
166,0,10000692.0,5009834.5
167,0,0.0,5009834.5
168,0,0.0,5009834.5
169,0,0.0,5009834.5
170,0,0.0,5009834.5
171,0,0.0,5009834.5
172,0,0.0,5009834.5
173,0,0.0,5009834.5
174,0,0.0,5009834.5
175,0,5009834.5,0.0
176,0,0.0,0.0
177,0,0.0,0.0
178,10000594,6739.0,9993855.0
179,0,0.0,9993855.0
180,0,9993855.0,0.0
