,ndosi,second_doses,stock_values
1,0,0.0,0.0
2,0,0.0,0.0
3,0,0.0,0.0
4,0,0.0,0.0
5,0,0.0,0.0
6,0,0.0,0.0
7,0,0.0,0.0
8,0,0.0,0.0
9,0,0.0,0.0
10,0,0.0,0.0
11,0,0.0,0.0
12,0,0.0,0.0
13,9997882,0.0,0.0
14,0,0.0,0.0
15,10001309,0.0,0.0
16,0,0.0,0.0
17,0,0.0,0.0
18,9999388,0.0,0.0
19,10000121,0.0,4997989.0
20,0,0.0,4997989.0
21,9999187,0.0,14997176.0
22,0,0.0,14997176.0
23,10005883,0.0,25003059.0
24,0,0.0,25003059.0
25,0,0.0,25003059.0
26,9997652,0.0,35000711.0
27,0,0.0,35000711.0
28,0,0.0,35000711.0
29,0,0.0,35000711.0
30,0,0.0,35000711.0
31,0,0.0,35000711.0
32,0,0.0,35000711.0
33,0,0.0,35000711.0
34,0,9997882.0,25002829.0
35,0,0.0,25002829.0
36,0,10001309.0,15001520.0
37,0,0.0,15001520.0
38,0,0.0,15001520.0
39,0,9999388.0,5002132.0
40,0,5002132.0,0.0
41,0,0.0,0.0
42,0,0.0,0.0
43,0,0.0,0.0
44,0,0.0,0.0
45,0,0.0,0.0
46,0,0.0,0.0
47,0,0.0,0.0
48,0,0.0,0.0
49,0,0.0,0.0
50,0,0.0,0.0
51,0,0.0,0.0
52,0,0.0,0.0
53,0,0.0,0.0
54,0,0.0,0.0
55,0,0.0,0.0
56,0,0.0,0.0
57,9998947,0.0,0.0
58,0,0.0,0.0
59,10001276,0.0,0.0
60,0,0.0,0.0
61,0,0.0,0.0
62,0,0.0,0.0
63,0,0.0,0.0
64,0,0.0,0.0
65,0,0.0,0.0
66,0,0.0,0.0
67,0,0.0,0.0
68,0,0.0,0.0
69,0,0.0,0.0
70,0,0.0,0.0
71,0,0.0,0.0
72,10005072,0.0,5000689.5
73,0,0.0,5000689.5
74,0,0.0,5000689.5
75,10000394,0.0,15001083.5
76,10000161,0.0,25001244.5
77,0,0.0,25001244.5
78,0,9998947.0,15002297.5
79,0,0.0,15002297.5
80,0,10001276.0,5001021.5
81,0,0.0,0.0
82,0,0.0,0.0
83,10001503,0.0,10001503.0
84,0,0.0,10001503.0
85,0,0.0,10001503.0
86,0,0.0,10001503.0
87,0,0.0,5004382.5
88,0,0.0,5004382.5
89,0,0.0,5004382.5
90,0,0.0,5004382.5
91,0,0.0,5004382.5
92,0,0.0,5004382.5
93,0,5004382.5,0.0
94,0,0.0,0.0
95,0,0.0,0.0
96,0,0.0,0.0
97,0,0.0,0.0
98,0,0.0,0.0
99,10002048,0.0,0.0
100,0,0.0,0.0
101,0,0.0,0.0
102,9996533,5001021.5,0.0
103,0,0.0,0.0
104,0,0.0,0.0
105,0,0.0,0.0
106,0,0.0,0.0
107,0,0.0,0.0
108,9996716,4997120.5,0.0
109,0,0.0,0.0
110,0,0.0,0.0
111,0,0.0,0.0
112,0,0.0,0.0
113,0,0.0,0.0
114,0,0.0,0.0
115,0,0.0,0.0
116,0,0.0,0.0
117,0,0.0,0.0
118,0,0.0,0.0
119,10002546,0.0,10002546.0
120,0,10002048.0,498.0
121,0,0.0,498.0
122,9995618,0.0,9996116.0
123,0,4995511.5,5000604.5
124,0,0.0,5000604.5
125,0,0.0,5000604.5
126,0,0.0,5000604.5
127,0,0.0,5000604.5
128,0,0.0,5000604.5
129,0,4999595.5,1009.0
130,0,0.0,1009.0
131,0,0.0,1009.0
132,0,0.0,1009.0
133,0,0.0,1009.0
134,0,0.0,1009.0
135,0,0.0,1009.0
136,0,0.0,1009.0
137,9996915,0.0,9997924.0
138,0,0.0,9997924.0
139,0,0.0,9997924.0
140,0,0.0,9997924.0
141,0,0.0,9997924.0
142,0,0.0,9997924.0
143,0,0.0,9997924.0
144,0,0.0,9997924.0
145,0,0.0,9997924.0
146,0,0.0,9997924.0
147,0,0.0,1424.0
148,0,0.0,1424.0
149,0,0.0,1424.0
150,0,0.0,1424.0
151,0,0.0,1424.0
152,0,0.0,1424.0
153,10002096,0.0,10003520.0
154,0,0.0,0.0
155,0,0.0,0.0
156,0,0.0,0.0
157,0,0.0,0.0
158,0,0.0,0.0
159,0,0.0,0.0
160,0,0.0,0.0
161,0,0.0,0.0
162,0,0.0,0.0
163,0,0.0,0.0
164,0,0.0,0.0
165,0,0.0,0.0
166,0,0.0,0.0
167,0,0.0,0.0
168,9996500,9996500.0,0.0
169,0,0.0,0.0
170,0,0.0,0.0
171,0,0.0,0.0
172,0,0.0,0.0
173,0,0.0,0.0
174,0,0.0,0.0
175,10003520,10003520.0,0.0
176,0,0.0,0.0
177,0,0.0,0.0
178,0,0.0,0.0
179,0,0.0,0.0
180,0,0.0,0.0
