,ndosi,second_doses,stock_values
1,0,0.0,0.0
2,10000713,0.0,4992046.5
3,0,0.0,4992046.5
4,0,0.0,4992046.5
5,0,0.0,0.0
6,0,0.0,0.0
7,0,0.0,0.0
8,10006277,0.0,5000116.5
9,0,0.0,0.0
10,0,0.0,0.0
11,0,0.0,0.0
12,0,0.0,0.0
13,0,0.0,0.0
14,9997236,0.0,0.0
15,0,0.0,0.0
16,0,0.0,0.0
17,0,0.0,0.0
18,0,0.0,0.0
19,0,0.0,0.0
20,9999051,0.0,5008666.5
21,0,0.0,5008666.5
22,0,0.0,5008666.5
23,0,5008666.5,0.0
24,0,0.0,0.0
25,0,0.0,0.0
26,9998207,4992046.5,5006160.5
27,0,0.0,5006160.5
28,0,0.0,5006160.5
29,0,5006160.5,0.0
30,9997293,5000116.5,4988717.5
31,0,0.0,4988717.5
32,0,0.0,4988717.5
33,9998903,0.0,14987620.5
34,0,0.0,14987620.5
35,0,9997236.0,4990384.5
36,0,0.0,4990384.5
37,0,0.0,4990384.5
38,0,0.0,4990384.5
39,0,0.0,4990384.5
40,0,0.0,4990384.5
41,0,4990384.5,0.0
42,0,0.0,0.0
43,0,0.0,0.0
44,0,0.0,0.0
45,0,0.0,0.0
46,0,0.0,0.0
47,0,0.0,0.0
48,0,0.0,0.0
49,0,0.0,0.0
50,0,0.0,0.0
51,10000541,8459.0,9992082.0
52,0,0.0,9992082.0
53,0,0.0,9992082.0
54,0,0.0,9992082.0
55,0,0.0,9992082.0
56,0,0.0,0.0
57,0,0.0,0.0
58,0,0.0,0.0
59,9999746,0.0,9999746.0
60,0,0.0,0.0
61,0,0.0,0.0
62,0,0.0,0.0
63,0,0.0,0.0
64,0,0.0,0.0
65,0,0.0,0.0
66,0,0.0,0.0
67,0,0.0,0.0
68,0,0.0,0.0
69,0,0.0,0.0
70,9995795,0.0,0.0
71,0,0.0,0.0
72,0,0.0,0.0
73,0,0.0,0.0
74,0,0.0,0.0
75,0,0.0,0.0
76,0,0.0,0.0
77,10000209,9992082.0,0.0
78,0,0.0,0.0
79,0,0.0,0.0
80,0,0.0,0.0
81,10004665,9999746.0,4919.0
82,9999034,0.0,10003953.0
83,10000641,0.0,20004594.0
84,0,0.0,20004594.0
85,0,0.0,20004594.0
86,0,0.0,20004594.0
87,0,0.0,20004594.0
88,0,0.0,20004594.0
89,0,0.0,20004594.0
90,0,0.0,20004594.0
91,0,9995795.0,10008799.0
92,0,0.0,10008799.0
93,0,0.0,9056.0
94,0,0.0,9056.0
95,0,0.0,9056.0
96,0,0.0,9056.0
97,0,0.0,8127.0
98,0,8127.0,0.0
99,0,0.0,0.0
100,0,0.0,0.0
101,0,0.0,0.0
102,0,0.0,0.0
103,0,0.0,0.0
104,0,0.0,0.0
105,0,0.0,0.0
106,0,0.0,0.0
107,0,0.0,0.0
108,0,0.0,0.0
109,0,0.0,0.0
110,0,0.0,0.0
111,0,0.0,0.0
112,0,0.0,0.0
113,0,0.0,0.0
114,9999743,9999743.0,0.0
115,0,0.0,0.0
116,0,0.0,0.0
117,0,0.0,0.0
118,10004528,929.0,10003599.0
119,0,0.0,10003599.0
120,0,0.0,10003599.0
121,0,0.0,10003599.0
122,0,0.0,10003599.0
123,0,0.0,10003599.0
124,0,0.0,10003599.0
125,0,0.0,10003599.0
126,0,0.0,10003599.0
127,0,0.0,10003599.0
128,0,0.0,10003599.0
129,0,0.0,10003599.0
130,0,0.0,10003599.0
131,0,0.0,10003599.0
132,0,0.0,10003599.0
133,0,0.0,10003599.0
134,0,0.0,10003599.0
135,0,0.0,10003599.0
136,0,0.0,10003599.0
137,0,0.0,10003599.0
138,0,0.0,10003599.0
139,0,0.0,10003599.0
140,0,0.0,10003599.0
141,0,0.0,10003599.0
142,0,0.0,0.0
143,0,0.0,0.0
144,0,0.0,0.0
145,0,0.0,0.0
146,0,0.0,0.0
147,0,0.0,0.0
148,0,0.0,0.0
149,0,0.0,0.0
150,0,0.0,0.0
151,0,0.0,0.0
152,0,0.0,0.0
153,0,0.0,0.0
154,0,0.0,0.0
155,0,0.0,0.0
156,0,0.0,0.0
157,10004507,0.0,0.0
158,0,0.0,0.0
159,0,0.0,0.0
160,0,0.0,0.0
161,0,0.0,0.0
162,0,0.0,0.0
163,10006944,10003599.0,3345.0
164,10001162,0.0,10004507.0
165,0,0.0,10004507.0
166,0,0.0,10004507.0
167,0,0.0,10004507.0
168,0,0.0,10004507.0
169,0,0.0,10004507.0
170,0,0.0,10004507.0
171,0,0.0,10004507.0
172,0,0.0,10004507.0
173,0,0.0,10004507.0
174,0,0.0,10004507.0
175,0,0.0,10004507.0
176,0,0.0,10004507.0
177,0,0.0,10004507.0
178,0,10004507.0,0.0
179,0,0.0,0.0
180,0,0.0,0.0
