,ndosi,second_doses,stock_values
1,0,0.0,0.0
2,0,0.0,0.0
3,0,0.0,0.0
4,0,0.0,0.0
5,0,0.0,0.0
6,0,0.0,0.0
7,10000462,0.0,5003156.5
8,0,0.0,5003156.5
9,0,0.0,5003156.5
10,0,0.0,5003156.5
11,0,0.0,5003156.5
12,0,0.0,0.0
13,0,0.0,0.0
14,10002056,0.0,10002056.0
15,0,0.0,10002056.0
16,0,0.0,0.0
17,0,0.0,0.0
18,0,0.0,0.0
19,0,0.0,0.0
20,0,0.0,0.0
21,10003898,0.0,3920.0
22,0,0.0,0.0
23,0,0.0,0.0
24,10002773,0.0,4997305.5
25,0,0.0,4997305.5
26,0,0.0,4997305.5
27,0,0.0,4997305.5
28,0,4997305.5,0.0
29,0,0.0,0.0
30,0,0.0,0.0
31,0,0.0,0.0
32,0,0.0,0.0
33,10000368,5003156.5,4997211.5
34,0,0.0,0.0
35,0,0.0,0.0
36,0,0.0,0.0
37,10002266,10002056.0,210.0
38,0,0.0,210.0
39,9999768,0.0,9999978.0
40,0,0.0,9999978.0
41,0,0.0,9999978.0
42,0,9999978.0,0.0
43,9995740,3920.0,9991820.0
44,0,0.0,9991820.0
45,0,5005467.5,4986352.5
46,0,0.0,4986352.5
47,0,0.0,0.0
48,0,0.0,0.0
49,0,0.0,0.0
50,0,0.0,0.0
51,0,0.0,0.0
52,0,0.0,0.0
53,0,0.0,0.0
54,0,0.0,0.0
55,10002301,4997211.5,4999475.5
56,0,0.0,4999475.5
57,0,0.0,4999475.5
58,0,0.0,0.0
59,0,0.0,0.0
60,0,0.0,0.0
61,0,0.0,0.0
62,0,0.0,0.0
63,0,0.0,0.0
64,0,0.0,0.0
65,10002539,0.0,0.0
66,0,0.0,0.0
67,0,0.0,0.0
68,10003156,4986352.5,0.0
69,0,0.0,0.0
70,0,0.0,0.0
71,0,0.0,0.0
72,0,0.0,0.0
73,10002216,0.0,5614.0
74,0,0.0,5614.0
75,0,0.0,5614.0
76,0,5614.0,0.0
77,0,0.0,0.0
78,0,0.0,0.0
79,10004982,4999475.5,0.0
80,0,0.0,0.0
81,0,0.0,0.0
82,9997896,0.0,9997896.0
83,0,0.0,9997896.0
84,10000874,0.0,15019342.5
85,0,0.0,15019342.5
86,0,10002539.0,5016803.5
87,0,0.0,5016803.5
88,0,0.0,5016803.5
89,0,5016803.5,0.0
90,0,0.0,0.0
91,0,0.0,0.0
92,0,0.0,0.0
93,9996602,0.0,9996602.0
94,0,9996602.0,0.0
95,0,0.0,0.0
96,0,0.0,0.0
97,0,0.0,0.0
98,0,0.0,0.0
99,9997483,0.0,9997483.0
100,0,5005506.5,0.0
101,0,0.0,0.0
102,0,0.0,0.0
103,0,0.0,0.0
104,0,0.0,0.0
105,10002953,4979427.5,17686.0
106,0,0.0,17686.0
107,0,0.0,17686.0
108,0,0.0,0.0
109,0,0.0,0.0
110,0,0.0,0.0
111,0,0.0,0.0
112,0,0.0,0.0
113,0,0.0,0.0
114,0,0.0,0.0
115,0,0.0,0.0
116,0,0.0,0.0
117,0,0.0,0.0
118,0,0.0,0.0
119,0,0.0,0.0
120,0,0.0,0.0
121,9997816,4991976.5,5005839.5
122,0,0.0,5005839.5
123,0,0.0,5005839.5
124,0,0.0,5005839.5
125,0,0.0,5005839.5
126,0,5005839.5,0.0
127,0,0.0,0.0
128,0,0.0,0.0
129,10004316,17686.0,0.0
130,0,0.0,0.0
131,0,0.0,0.0
132,10001038,0.0,10001038.0
133,0,0.0,10001038.0
134,9999350,0.0,10004637.0
135,0,0.0,10004637.0
136,0,0.0,10004637.0
137,0,0.0,9995157.0
138,0,0.0,9995157.0
139,0,0.0,9995157.0
140,0,0.0,9995157.0
141,0,0.0,0.0
142,0,0.0,0.0
143,0,0.0,0.0
144,0,0.0,0.0
145,0,0.0,0.0
146,0,0.0,0.0
147,0,0.0,0.0
148,0,0.0,0.0
149,0,0.0,0.0
150,10004559,9986630.0,0.0
151,0,0.0,0.0
152,0,0.0,0.0
153,0,0.0,0.0
154,0,0.0,0.0
155,9995751,9995751.0,0.0
156,0,0.0,0.0
157,0,0.0,0.0
158,9998857,9480.0,0.0
159,0,0.0,0.0
160,0,0.0,0.0
161,0,0.0,0.0
162,9995157,9995157.0,0.0
163,0,0.0,0.0
164,0,0.0,0.0
165,0,0.0,0.0
166,0,0.0,0.0
167,0,0.0,0.0
168,0,0.0,0.0
169,0,0.0,0.0
170,10007306,0.0,10007306.0
171,0,17929.0,9989377.0
172,0,0.0,9989377.0
173,0,0.0,9989377.0
174,0,0.0,9989377.0
175,0,0.0,9989377.0
176,0,0.0,9989377.0
177,0,0.0,9989377.0
178,0,0.0,9989377.0
179,0,9989377.0,0.0
180,0,0.0,0.0
