,ndosi,second_doses,stock_values
1,0,0.0,0.0
2,10001393,0.0,10001393.0
3,0,0.0,10001393.0
4,0,0.0,10001393.0
5,0,0.0,10001393.0
6,9996572,0.0,19997965.0
7,0,0.0,19997965.0
8,0,0.0,9993500.0
9,0,0.0,9993500.0
10,0,0.0,9993500.0
11,0,0.0,9993500.0
12,0,0.0,0.0
13,0,0.0,0.0
14,0,0.0,0.0
15,10001909,0.0,0.0
16,0,0.0,0.0
17,10003779,0.0,9998699.0
18,0,0.0,0.0
19,0,0.0,0.0
20,0,0.0,0.0
21,0,0.0,0.0
22,0,0.0,0.0
23,0,0.0,0.0
24,0,0.0,0.0
25,0,0.0,0.0
26,0,0.0,0.0
27,0,0.0,0.0
28,0,0.0,0.0
29,10004465,10004465.0,0.0
30,0,0.0,0.0
31,0,0.0,0.0
32,0,0.0,0.0
33,9997266,9993500.0,3766.0
34,0,0.0,3766.0
35,0,0.0,3766.0
36,10003223,10001909.0,5080.0
37,0,0.0,5080.0
38,0,5080.0,0.0
39,10002901,9998699.0,4202.0
40,0,0.0,4202.0
41,0,0.0,4202.0
42,0,0.0,4202.0
43,0,0.0,4202.0
44,0,0.0,4202.0
45,0,0.0,4202.0
46,0,0.0,4202.0
47,0,0.0,4202.0
48,0,0.0,4202.0
49,0,0.0,4202.0
50,0,0.0,4202.0
51,0,0.0,0.0
52,0,0.0,0.0
53,0,0.0,0.0
54,0,0.0,0.0
55,0,0.0,0.0
56,0,0.0,0.0
57,0,0.0,0.0
58,9997004,0.0,0.0
59,9998363,0.0,0.0
60,0,0.0,0.0
61,0,0.0,0.0
62,10000834,0.0,0.0
63,0,0.0,0.0
64,0,0.0,0.0
65,0,0.0,0.0
66,0,0.0,0.0
67,0,0.0,0.0
68,0,0.0,0.0
69,0,0.0,0.0
70,0,0.0,0.0
71,0,0.0,0.0
72,9999372,4202.0,0.0
73,0,0.0,0.0
74,0,0.0,0.0
75,10002953,0.0,5000095.0
76,0,0.0,5000095.0
77,9998175,0.0,14998270.0
78,0,0.0,14998270.0
79,10000267,9997004.0,15001533.0
80,9997908,9998363.0,15001078.0
81,0,0.0,15001078.0
82,0,0.0,15001078.0
83,0,10000834.0,5000244.0
84,0,0.0,5000244.0
85,0,0.0,5000244.0
86,0,0.0,5000244.0
87,0,0.0,5000244.0
88,9997784,0.0,14998028.0
89,0,0.0,14998028.0
90,0,0.0,14998028.0
91,0,0.0,14998028.0
92,0,0.0,14998028.0
93,0,9995170.0,5002858.0
94,0,0.0,5002858.0
95,0,0.0,5002858.0
96,0,5002858.0,0.0
97,0,0.0,0.0
98,0,0.0,0.0
99,0,0.0,0.0
100,0,0.0,0.0
101,0,0.0,0.0
102,0,0.0,0.0
103,0,0.0,0.0
104,0,0.0,0.0
105,0,0.0,0.0
106,0,0.0,0.0
107,0,0.0,0.0
108,0,0.0,0.0
109,0,0.0,0.0
110,9996542,0.0,4168.0
111,0,0.0,4168.0
112,0,0.0,4168.0
113,10001297,0.0,1258.0
114,0,0.0,0.0
115,0,0.0,0.0
116,0,0.0,0.0
117,0,0.0,0.0
118,0,0.0,0.0
119,0,0.0,0.0
120,0,0.0,0.0
121,0,0.0,0.0
122,0,0.0,0.0
123,0,0.0,0.0
124,0,0.0,0.0
125,0,0.0,0.0
126,0,0.0,0.0
127,0,0.0,0.0
128,9997829,0.0,9992374.0
129,0,0.0,9992374.0
130,0,0.0,9992374.0
131,0,9992374.0,0.0
132,0,0.0,0.0
133,0,0.0,0.0
134,10004207,10004207.0,0.0
135,10001469,1258.0,10000211.0
136,0,0.0,4922.0
137,0,0.0,0.0
138,0,0.0,0.0
139,0,0.0,0.0
140,10000681,0.0,5207.0
141,0,0.0,5207.0
142,9999140,0.0,10004347.0
143,0,0.0,0.0
144,0,0.0,0.0
145,10003393,0.0,10002852.0
146,0,0.0,10002852.0
147,0,0.0,10002852.0
148,0,0.0,10002852.0
149,0,5455.0,9997397.0
150,0,0.0,0.0
151,0,0.0,0.0
152,10000909,0.0,9996801.0
153,0,0.0,9996801.0
154,0,0.0,9996801.0
155,0,0.0,0.0
156,0,0.0,0.0
157,9995289,9995289.0,0.0
158,10000396,4922.0,9995474.0
159,0,0.0,9995474.0
160,0,0.0,9995474.0
161,0,9995474.0,0.0
162,0,0.0,0.0
163,0,0.0,0.0
164,10004888,10004347.0,541.0
165,0,0.0,541.0
166,0,541.0,0.0
167,0,0.0,0.0
168,0,0.0,0.0
169,0,0.0,0.0
170,0,0.0,0.0
171,10001505,9997397.0,4108.0
172,0,0.0,4108.0
173,0,4108.0,0.0
174,0,0.0,0.0
175,0,0.0,0.0
176,9996801,9996801.0,0.0
177,0,0.0,0.0
178,0,0.0,0.0
179,0,0.0,0.0
180,0,0.0,0.0
