;instance;arrival_pfizer;arrival_moderna;arrival_astrazeneca;capacity;first_doses_Pfizer;second_doses_Pfizer;stock_values_Pfizer;first_doses_Moderna;second_doses_Moderna;stock_values_Moderna;first_doses_Astrazeneca;second_doses_Astrazeneca;stock_values_Astrazeneca
0;1;0;0;9994408;8777608;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9994408,0
1;2;0;0;0;8777608;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9994408,0
2;3;0;0;0;8777608;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9994408,0
3;4;0;0;0;8777608;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9994408,0
4;5;0;0;0;8777608;0,0;0,0;0,0;0,0;0,0;0,0;1216800,0;0,0;8777608,0
5;6;0;0;0;8777608;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8777608,0
6;7;0;10003162;0;8777608;0,0;0,0;0,0;0,0;0,0;10003162,0;0,0;0,0;8777608,0
7;8;0;0;0;8777608;0,0;0,0;0,0;0,0;0,0;10003162,0;8777608,0;0,0;0,0
8;9;0;0;0;8777608;0,0;0,0;0,0;0,0;0,0;10003162,0;0,0;0,0;0,0
9;10;0;0;0;8777608;0,0;0,0;0,0;0,0;0,0;10003162,0;0,0;0,0;0,0
10;11;0;9998284;0;8777608;0,0;0,0;0,0;5493884,0;0,0;14507562,0;0,0;0,0;0,0
11;12;10001909;0;0;8777608;0,0;0,0;10001909,0;0,0;0,0;14507562,0;0,0;0,0;0,0
12;13;0;0;0;8777608;0,0;0,0;10001909,0;0,0;0,0;14507562,0;0,0;0,0;0,0
13;14;0;0;0;8777608;0,0;0,0;10001909,0;0,0;0,0;14507562,0;0,0;0,0;0,0
14;15;0;0;10001796;8777608;0,0;0,0;10001909,0;0,0;0,0;14507562,0;0,0;0,0;10001796,0
15;16;10004383;0;0;8777608;0,0;0,0;20006292,0;0,0;0,0;14507562,0;8777608,0;0,0;1224188,0
16;17;0;0;9996955;8777608;0,0;0,0;20006292,0;0,0;0,0;14507562,0;3680289,0;0,0;7540854,0
17;18;0;0;0;8777608;0,0;0,0;20006292,0;8777608,0;0,0;5729954,0;0,0;0,0;7540854,0
18;19;0;0;0;8777608;8777608,0;0,0;11228684,0;0,0;0,0;5729954,0;0,0;0,0;7540854,0
19;20;0;0;0;8777608;0,0;0,0;11228684,0;0,0;0,0;5729954,0;0,0;0,0;7540854,0
20;21;0;0;9999967;8777608;0,0;0,0;11228684,0;0,0;0,0;5729954,0;0,0;0,0;17540821,0
21;22;0;9996443;0;8777608;0,0;0,0;11228684,0;0,0;0,0;15726397,0;8777608,0;0,0;8763213,0
22;23;0;10001286;0;8777608;0,0;0,0;11228684,0;0,0;0,0;25727683,0;0,0;0,0;8763213,0
23;24;0;0;0;8777608;0,0;0,0;11228684,0;0,0;0,0;25727683,0;0,0;0,0;8763213,0
24;25;0;0;10001095;8777608;0,0;0,0;11228684,0;0,0;0,0;25727683,0;0,0;0,0;18764308,0
25;26;0;9993898;9998664;8777608;0,0;0,0;11228684,0;0,0;0,0;35721581,0;0,0;0,0;28762972,0
26;27;0;0;0;8777608;8777608,0;0,0;2451076,0;0,0;0,0;35721581,0;0,0;0,0;28762972,0
27;28;0;0;0;8777608;0,0;0,0;2451076,0;0,0;0,0;35721581,0;0,0;0,0;28762972,0
28;29;0;0;0;8777608;2451076,0;0,0;0,0;0,0;0,0;35721581,0;0,0;0,0;28762972,0
29;30;9996636;9999989;0;8777608;0,0;0,0;9996636,0;0,0;0,0;45721570,0;4890978,0;0,0;23871994,0
30;31;0;10002985;9999379;8777608;8777608,0;0,0;1219028,0;0,0;0,0;55724555,0;0,0;0,0;33871373,0
31;32;9994426;0;9999673;8777608;1825504,0;0,0;9387950,0;0,0;0,0;55724555,0;0,0;0,0;43871046,0
32;33;0;0;0;8777608;0,0;0,0;9387950,0;0,0;0,0;55724555,0;0,0;0,0;43871046,0
33;34;10005448;0;0;8777608;0,0;0,0;19393398,0;0,0;0,0;55724555,0;0,0;0,0;43871046,0
34;35;0;0;0;8777608;0,0;0,0;19393398,0;0,0;0,0;55724555,0;0,0;0,0;43871046,0
35;36;0;0;0;8777608;0,0;0,0;19393398,0;0,0;0,0;55724555,0;8777608,0;0,0;35093438,0
