;instance;arrival_pfizer;arrival_moderna;arrival_astrazeneca;capacity;first_doses_Pfizer;second_doses_Pfizer;stock_values_Pfizer;first_doses_Moderna;second_doses_Moderna;stock_values_Moderna;first_doses_Astrazeneca;second_doses_Astrazeneca;stock_values_Astrazeneca
0;1;0;0;0;8555142;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1;2;0;0;0;8555142;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2;3;0;0;0;8555142;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
3;4;10000312;0;0;8555142;8555142,0;0,0;1445170,0;0,0;0,0;0,0;0,0;0,0;0,0
4;5;10003795;0;0;8555142;1499568,0;0,0;9949397,0;0,0;0,0;0,0;0,0;0,0;0,0
5;6;0;0;9999515;8555142;-0,0;0,0;9949397,0;0,0;0,0;0,0;-0,0;0,0;9999515,0
6;7;0;0;0;8555142;-0,0;0,0;9949397,0;0,0;0,0;0,0;-0,0;0,0;9999515,0
7;8;0;0;0;8555142;-0,0;0,0;9949397,0;0,0;0,0;0,0;-0,0;0,0;9999515,0
8;9;0;0;9996905;8555142;-0,0;0,0;9949397,0;0,0;0,0;0,0;-0,0;0,0;19996420,0
9;10;0;0;10001410;8555142;-0,0;0,0;9949397,0;0,0;0,0;0,0;-0,0;0,0;29997830,0
10;11;0;0;0;8555142;-0,0;0,0;9949397,0;0,0;0,0;0,0;-0,0;0,0;29997830,0
11;12;0;0;0;8555142;-0,0;0,0;9949397,0;0,0;0,0;0,0;-0,0;0,0;29997830,0
12;13;0;9998845;0;8555142;-0,0;0,0;9949397,0;-0,0;0,0;9998845,0;-0,0;0,0;29997830,0
13;14;0;10001746;0;8555142;-0,0;0,0;9949397,0;-0,0;0,0;20000591,0;-0,0;0,0;29997830,0
14;15;0;0;0;8555142;-0,0;0,0;9949397,0;-0,0;0,0;20000591,0;-0,0;0,0;29997830,0
15;16;9999530;0;0;8555142;-0,0;0,0;19948927,0;-0,0;0,0;20000591,0;-0,0;0,0;29997830,0
16;17;0;0;0;8555142;-0,0;0,0;19948927,0;-0,0;0,0;20000591,0;-0,0;0,0;29997830,0
17;18;0;0;0;8555142;-0,0;0,0;19948927,0;8555142,0;0,0;11445449,0;-0,0;0,0;29997830,0
18;19;0;0;0;8555142;-0,0;0,0;19948927,0;-0,0;0,0;11445449,0;-0,0;0,0;29997830,0
19;20;0;0;0;8555142;-0,0;0,0;19948927,0;-0,0;0,0;11445449,0;-0,0;0,0;29997830,0
20;21;0;0;0;8555142;-0,0;0,0;19948927,0;-0,0;0,0;11445449,0;-0,0;0,0;29997830,0
21;22;0;0;0;8555142;-0,0;0,0;19948927,0;-0,0;0,0;11445449,0;-0,0;0,0;29997830,0
22;23;0;0;0;8555142;-0,0;0,0;19948927,0;-0,0;0,0;11445449,0;-0,0;0,0;29997830,0
23;24;0;9998368;0;8555142;-0,0;0,0;19948927,0;2168061,0;0,0;19275756,0;-0,0;0,0;29997830,0
24;25;0;0;0;8555142;-0,0;8555142,0;11393785,0;-0,0;0,0;19275756,0;-0,0;0,0;29997830,0
25;26;0;0;0;8555142;-0,0;1499568,0;9894217,0;-0,0;0,0;19275756,0;-0,0;0,0;29997830,0
26;27;0;0;0;8555142;-0,0;-0,0;9894217,0;-0,0;0,0;19275756,0;-0,0;0,0;29997830,0
27;28;0;0;0;8555142;-0,0;-0,0;9894217,0;-0,0;0,0;19275756,0;-0,0;0,0;29997830,0
28;29;0;0;0;8555142;-0,0;-0,0;9894217,0;-0,0;0,0;19275756,0;-0,0;0,0;29997830,0
29;30;0;0;0;8555142;-0,0;-0,0;9894217,0;-0,0;0,0;19275756,0;-0,0;0,0;29997830,0
30;31;9999164;0;0;8555142;-0,0;-0,0;19893381,0;-0,0;0,0;19275756,0;-0,0;0,0;29997830,0
31;32;10002293;0;0;8555142;-0,0;-0,0;29895674,0;-0,0;0,0;19275756,0;-0,0;0,0;29997830,0
32;33;0;0;0;8555142;-0,0;-0,0;29895674,0;-0,0;0,0;19275756,0;-0,0;0,0;29997830,0
