;instance;arrival_pfizer;arrival_moderna;arrival_astrazeneca;capacity;first_doses_Pfizer;second_doses_Pfizer;stock_values_Pfizer;first_doses_Moderna;second_doses_Moderna;stock_values_Moderna;first_doses_Astrazeneca;second_doses_Astrazeneca;stock_values_Astrazeneca
0;1;0;0;10001213;9000242;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10001213,0
1;2;0;0;0;9000242;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10001213,0
2;3;0;0;0;9000242;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;10001212,0
3;4;0;0;0;9000242;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10001212,0
4;5;0;0;0;9000242;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10001212,0
5;6;0;0;0;9000242;0,0;0,0;0,0;0,0;0,0;0,0;1000971,0;0,0;9000241,0
6;7;0;9997718;0;9000242;0,0;0,0;0,0;0,0;0,0;9997718,0;0,0;0,0;9000241,0
7;8;0;10000345;0;9000242;0,0;0,0;0,0;0,0;0,0;19998063,0;0,0;0,0;9000241,0
8;9;10004076;10000001;0;9000242;0,0;0,0;10004076,0;0,0;0,0;29998064,0;0,0;0,0;9000241,0
9;10;0;10000236;0;9000242;0,0;0,0;10004076,0;0,0;0,0;39998300,0;9000241,0;0,0;0,0
10;11;0;0;10005610;9000242;0,0;0,0;10004076,0;0,0;0,0;39998300,0;0,0;0,0;10005610,0
11;12;0;10002626;0;9000242;0,0;0,0;10004076,0;0,0;0,0;50000926,0;0,0;0,0;10005610,0
12;13;0;0;0;9000242;0,0;0,0;10004076,0;9000242,0;0,0;41000684,0;0,0;0,0;10005610,0
13;14;0;9998614;9996248;9000242;0,0;0,0;10004076,0;0,0;0,0;50999298,0;0,0;0,0;20001858,0
14;15;0;0;0;9000242;0,0;0,0;10004076,0;9000242,0;0,0;41999056,0;0,0;0,0;20001858,0
15;16;0;0;0;9000242;0,0;0,0;10004076,0;9000242,0;0,0;32998814,0;0,0;0,0;20001858,0
16;17;0;0;0;9000242;0,0;0,0;10004076,0;0,0;0,0;32998814,0;0,0;0,0;20001858,0
17;18;0;0;0;9000242;0,0;0,0;10004076,0;9000242,0;0,0;23998572,0;0,0;0,0;20001858,0
18;19;0;0;0;9000242;0,0;0,0;10004076,0;0,0;0,0;23998572,0;0,0;0,0;20001858,0
19;20;0;0;0;9000242;0,0;0,0;10004076,0;0,0;0,0;23998572,0;0,0;0,0;20001858,0
20;21;0;0;0;9000242;1,0;0,0;10004075,0;0,0;0,0;23998572,0;5501706,0;0,0;14500152,0
21;22;0;0;0;9000242;0,0;0,0;10004075,0;0,0;0,0;23998572,0;0,0;0,0;14500152,0
22;23;0;0;10000719;9000242;0,0;0,0;10004075,0;0,0;0,0;23998572,0;0,0;0,0;24500871,0
23;24;0;0;0;9000242;0,0;0,0;10004075,0;0,0;0,0;23998572,0;0,0;0,0;24500871,0
24;25;0;0;0;9000242;0,0;0,0;10004075,0;9000242,0;0,0;14998330,0;0,0;0,0;24500871,0
25;26;10001162;0;0;9000242;0,0;0,0;20005237,0;0,0;0,0;14998330,0;1,0;0,0;24500870,0
