;instance;arrival_pfizer;arrival_moderna;arrival_astrazeneca;capacity;first_doses_Pfizer;second_doses_Pfizer;stock_values_Pfizer;first_doses_Moderna;second_doses_Moderna;stock_values_Moderna;first_doses_Astrazeneca;second_doses_Astrazeneca;stock_values_Astrazeneca
0;1;0;0;0;7110992;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1;2;0;0;10000409;7110992;0,0;0,0;0,0;0,0;0,0;0,0;-0,0;0,0;10000409,0
2;3;0;0;0;7110992;0,0;0,0;0,0;0,0;0,0;0,0;-0,0;0,0;10000409,0
3;4;0;0;0;7110992;0,0;0,0;0,0;0,0;0,0;0,0;-0,0;0,0;10000409,0
4;5;0;0;0;7110992;0,0;0,0;0,0;0,0;0,0;0,0;-0,0;0,0;10000409,0
5;6;0;0;0;7110992;0,0;0,0;0,0;0,0;0,0;0,0;4488138,0;0,0;5512271,0
6;7;0;0;0;7110992;0,0;0,0;0,0;0,0;0,0;0,0;5512271,0;0,0;0,0
7;8;0;9994156;0;7110992;0,0;0,0;0,0;-0,0;0,0;9994156,0;-0,0;0,0;-0,0
8;9;10003709;0;0;7110992;-0,0;0,0;10003709,0;-0,0;0,0;9994156,0;-0,0;0,0;-0,0
9;10;0;0;10001485;7110992;-0,0;0,0;10003709,0;-0,0;0,0;9994156,0;-0,0;0,0;10001485,0
10;11;0;0;0;7110992;-0,0;0,0;10003709,0;-0,0;0,0;9994156,0;-0,0;0,0;10001485,0
11;12;0;0;0;7110992;-0,0;0,0;10003709,0;5769180,0;0,0;4224976,0;-0,0;0,0;10001485,0
12;13;0;0;9995472;7110992;-0,0;0,0;10003709,0;-0,0;0,0;4224976,0;-0,0;0,0;19996957,0
13;14;0;9998908;0;7110992;-0,0;0,0;10003709,0;-0,0;0,0;14223884,0;-0,0;0,0;19996957,0
14;15;0;0;0;7110992;-0,0;0,0;10003709,0;-0,0;0,0;14223884,0;-0,0;0,0;19996957,0
15;16;0;0;0;7110992;-0,0;0,0;10003709,0;-0,0;0,0;14223884,0;-0,0;0,0;19996957,0
16;17;10002808;0;0;7110992;-0,0;0,0;20006517,0;-0,0;0,0;14223884,0;-0,0;0,0;19996957,0
17;18;0;0;0;7110992;-0,0;0,0;20006517,0;-0,0;0,0;14223884,0;4995565,0;0,0;15001392,0
18;19;9999373;0;0;7110992;-0,0;0,0;30005890,0;-0,0;0,0;14223884,0;-0,0;0,0;15001392,0
19;20;0;0;9994927;7110992;5000202,0;0,0;25005688,0;-0,0;0,0;14223884,0;-0,0;0,0;24996319,0
20;21;0;0;10005446;7110992;-0,0;0,0;25005688,0;-0,0;0,0;14223884,0;-0,0;0,0;35001765,0
21;22;0;0;0;7110992;5883053,0;0,0;19122635,0;-0,0;0,0;14223884,0;-0,0;0,0;35001765,0
